#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Genes,Host,Modify Date,RefSeq category,tRNA
"Shigella flexneri 2a str. 301","Bacteria;Proteobacteria;Gammaproteobacteria","301","SAMN02603599","PRJNA310","GCA_000006925.2","Complete",4.82882,50.6659,"chromosome:NC_004337.2/AE005674.2; plasmid pCP301:NC_004851.1/AF386526.1",,2,4313,"2002-10-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/925/GCA_000006925.2_ASM692v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/925/GCF_000006925.2_ASM692v2",4788,"human","2016-08-24T00:00:00Z","reference",97
"Streptococcus mutans UA159","Bacteria;Terrabacteria group;Firmicutes","UA159","SAMN02604090","PRJNA333","GCA_000007465.2","Complete",2.03293,36.8,"chromosome:NC_004350.2/AE014133.2",,1,1958,"2002-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/465/GCA_000007465.2_ASM746v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/465/GCF_000007465.2_ASM746v2",2040,"human","2017-05-21T00:00:00Z","reference",65
"Cronobacter sakazakii","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 29544","SAMN03371468","PRJNA276173","GCA_000982825.1","Complete",4.66357,56.6285,"chromosome:NZ_CP011047.1/CP011047.1; plasmid CSK29544_1p:NZ_CP011048.1/CP011048.1; plasmid CSK29544_2p:NZ_CP011049.1/CP011049.1; plasmid CSK29544_3p:NZ_CP011050.1/CP011050.1",,4,4270,"2015-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/982/825/GCA_000982825.1_ASM98282v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/825/GCF_000982825.1_ASM98282v1",4646,"human","2017-04-03T00:00:00Z","representative",84
"Klebsiella oxytoca","Bacteria;Proteobacteria;Gammaproteobacteria","CAV1374","SAMN03733738","PRJNA246471","GCA_001022195.1","Complete",7.22729,55.2606,"chromosome:NZ_CP011636.1/CP011636.1; plasmid pCAV1374-14:NZ_CP011627.1/CP011627.1; plasmid pCAV1374-150:NZ_CP011633.1/CP011633.1; plasmid pCAV1374-16:NZ_CP011628.1/CP011628.1; plasmid pCAV1374-1919:NZ_CP011625.1/CP011625.1; plasmid pCAV1374-228:NZ_CP011634.1/CP011634.1; plasmid pCAV1374-34:NZ_CP011629.1/CP011629.1; plasmid pCAV1374-49:NZ_CP011630.1/CP011630.1; plasmid pCAV1374-54:NZ_CP011631.1/CP011631.1; plasmid pCAV1374-6538:NZ_CP011626.1/CP011626.1; plasmid pCAV1374-84:NZ_CP011632.1/CP011632.1; plasmid pKPC_CAV1374:NZ_CP011635.1/CP011635.1",,12,6791,"2015-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/195/GCA_001022195.1_ASM102219v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/195/GCF_001022195.1_ASM102219v1",7232,"human","2017-02-21T00:00:00Z","representative",86
"Staphylococcus capitis subsp. capitis","Bacteria;Terrabacteria group;Firmicutes","AYP1020","SAMN02739579","PRJNA232502","GCA_001028645.1","Complete",2.50326,32.9357,"chromosome:NZ_CP007601.1/CP007601.1; plasmid pAYP1020:NZ_CP007602.1/CP007602.1",,2,2272,"2015-06-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/645/GCA_001028645.1_ASM102864v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/028/645/GCF_001028645.1_ASM102864v1",2414,"human","2018-04-04T00:00:00Z","representative",62
"Acinetobacter pittii PHEA-2","Bacteria;Proteobacteria;Gammaproteobacteria","PHEA-2","SAMN02603040","PRJNA51267","GCA_000191145.1","Complete",3.86253,38.8,"chromosome:NC_016603.1/CP002177.1",,1,3599,"2011-03-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/145/GCA_000191145.1_ASM19114v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/145/GCF_000191145.1_ASM19114v1",3674,"human","2017-08-30T00:00:00Z","reference",69
"Tannerella forsythia 92A2","Bacteria;FCB group;Bacteroidetes/Chlorobi group","92A2","SAMN02604009","PRJNA319","GCA_000238215.1","Complete",3.40552,47,"chromosome:NC_016610.1/CP003191.1",,1,2706,"2011-12-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/215/GCA_000238215.1_ASM23821v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/215/GCF_000238215.1_ASM23821v1",2860,"human","2017-10-21T00:00:00Z","representative",46
"Klebsiella pneumoniae subsp. pneumoniae HS11286","Bacteria;Proteobacteria;Gammaproteobacteria","HS11286","SAMN02602959","PRJNA78789","GCA_000240185.2","Complete",5.68232,57.1373,"chromosome:NC_016845.1/CP003200.1; plasmid pKPHS1:NC_016838.1/CP003223.1; plasmid pKPHS2:NC_016846.1/CP003224.1; plasmid pKPHS3:NC_016839.1/CP003225.1; plasmid pKPHS4:NC_016840.1/CP003226.1; plasmid pKPHS5:NC_016847.1/CP003227.1; plasmid pKPHS6:NC_016841.1/CP003228.1",,7,5779,"2011-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/185/GCA_000240185.2_ASM24018v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2",5867,"human","2017-03-22T00:00:00Z","reference",62
"Chlamydia psittaci 6BC","Bacteria;PVC group;Chlamydiae","6BC","SAMN02603382","PRJNA62889","GCA_000204255.1","Complete",1.17922,39.0603,"chromosome:NC_017287.1/CP002586.1; plasmid pCps6BC:NC_017288.1/CP002587.1",,2,988,"2011-04-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/255/GCA_000204255.1_ASM20425v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/255/GCF_000204255.1_ASM20425v1",1043,"human","2017-09-04T00:00:00Z","representative",38
"Corynebacterium pseudotuberculosis C231","Bacteria;Terrabacteria group;Actinobacteria","C231","SAMN02604117","PRJNA40875","GCA_000144675.1","Complete",2.32821,52.2,"chromosome:NC_017301.1/CP001829.1",,1,1996,"2010-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/675/GCA_000144675.1_ASM14467v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/675/GCF_000144675.1_ASM14467v1",2133,"human","2017-03-30T00:00:00Z","representative",48
"Leptospira santarosai serovar Shermani str. LT 821","Bacteria;Spirochaetes;Spirochaetia","","SAMN02470123","PRJNA47139","GCA_000313175.2","Complete",3.98361,41.8163,"chromosome I:NZ_CP006694.1/CP006694.1; chromosome II:NZ_CP006695.1/CP006695.1",,2,3673,"2014-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/175/GCA_000313175.2_ASM31317v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/175/GCF_000313175.2_ASM31317v2",3955,"human","2017-04-03T00:00:00Z","representative",37
"Bordetella hinzii","Bacteria;Proteobacteria;Betaproteobacteria","F582","SAMN03790813","PRJNA287884","GCA_001078275.1","Complete",4.91298,67.1,"chromosome:NZ_CP012076.1/CP012076.1",,1,4502,"2015-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/275/GCA_001078275.1_ASM107827v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/275/GCF_001078275.1_ASM107827v1",4629,"human","2017-04-03T00:00:00Z","representative",61
"Enterococcus faecium DO","Bacteria;Terrabacteria group;Firmicutes","DO","SAMN00002237","PRJNA30627","GCA_000174395.2","Complete",3.05257,37.9158,"chromosome:NC_017960.1/CP003583.1; plasmid 1:NC_017961.1/CP003584.1; plasmid 2:NC_017962.1/CP003585.1; plasmid 3:NC_017963.1/CP003586.1",,4,3114,"2012-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/395/GCA_000174395.2_ASM17439v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/395/GCF_000174395.2_ASM17439v2",3209,"human","2016-08-03T00:00:00Z","reference",64
"Erysipelothrix rhusiopathiae str. Fujisawa","Bacteria;Terrabacteria group;Firmicutes","Fujisawa","SAMD00060966","PRJDA38421","GCA_000270085.1","Complete",1.78794,36.6,"chromosome:NC_015601.1/AP012027.1",,1,1643,"2011-05-30T23:18:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/085/GCA_000270085.1_ASM27008v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/085/GCF_000270085.1_ASM27008v1",1747,"human","2017-04-07T00:00:00Z","representative",55
"Mycobacterium intracellulare ATCC 13950","Bacteria;Terrabacteria group;Actinobacteria","ATCC 13950","SAMN02603186","PRJNA82157","GCA_000277125.1","Complete",5.4024,68.1,"chromosome:NC_016946.1/CP003322.1",,1,5017,"2012-02-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/125/GCA_000277125.1_ASM27712v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/125/GCF_000277125.1_ASM27712v1",5117,"human","2017-05-19T00:00:00Z","representative",46
"Pseudopropionibacterium propionicum F0230a","Bacteria;Terrabacteria group;Actinobacteria","F0230a","SAMN02415616","PRJNA49291","GCA_000277715.1","Complete",3.44936,66.1,"chromosome:NC_018142.1/CP002734.1",,1,2966,"2012-07-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/715/GCA_000277715.1_ASM27771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/715/GCF_000277715.1_ASM27771v1",3078,"human","2017-09-04T00:00:00Z","representative",47
"Rickettsia japonica YH","Bacteria;Proteobacteria;Alphaproteobacteria","YH","SAMD00060967","PRJDA38487","GCA_000283595.1","Complete",1.28309,32.4,"chromosome:NC_016050.1/AP011533.1",,1,1200,"2011-09-30T23:04:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/595/GCA_000283595.1_ASM28359v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/595/GCF_000283595.1_ASM28359v1",1526,"human","2017-10-21T00:00:00Z","representative",33
"Nocardia cyriacigeorgica GUH-2","Bacteria;Terrabacteria group;Actinobacteria","GUH-2","SAMEA2272802","PRJEA79001","GCA_000284035.1","Complete",6.19465,68.4,"chromosome:NC_016887.1/FO082843.1",,1,5465,"2012-02-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/035/GCA_000284035.1_ASM28403v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/035/GCF_000284035.1_ASM28403v1",5605,"human","2017-05-19T00:00:00Z","representative",49
"Rickettsia rhipicephali str. 3-7-female6-CWPP","Bacteria;Proteobacteria;Alphaproteobacteria","3-7-female6-CWPP","SAMN02603560","PRJNA75041","GCA_000284075.1","Complete",1.30547,32.3884,"chromosome:NC_017042.1/CP003342.1; plasmid pMCC_1:NC_017055.1/CP003343.1",,2,1142,"2012-03-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/075/GCA_000284075.1_ASM28407v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/075/GCF_000284075.1_ASM28407v1",1556,"human","2017-04-07T00:00:00Z","representative",33
"Rickettsia australis str. Cutlack","Bacteria;Proteobacteria;Alphaproteobacteria","Cutlack","SAMN02603558","PRJNA75037","GCA_000284155.1","Complete",1.32328,32.3282,"chromosome:NC_017058.1/CP003338.1; plasmid pMC5_1:NC_017041.1/CP003339.1",,2,1185,"2012-03-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/155/GCA_000284155.1_ASM28415v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/155/GCF_000284155.1_ASM28415v1",1475,"human","2017-04-07T00:00:00Z","representative",33
"Nocardiopsis alba ATCC BAA-2165","Bacteria;Terrabacteria group;Actinobacteria","ATCC BAA-2165","SAMN02603688","PRJNA169662","GCA_000294515.1","Complete",5.84821,69.6,"chromosome:NC_018524.1/CP003788.1",,1,4822,"2012-09-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/294/515/GCA_000294515.1_ASM29451v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/515/GCF_000294515.1_ASM29451v1",5103,"human","2017-05-19T00:00:00Z","representative",55
"Campylobacter ureolyticus RIGS 9880","Bacteria;Proteobacteria;delta/epsilon subdivisions","RIGS 9880","SAMN03737995","PRJNA66811","GCA_001190755.1","Complete",1.64189,29.2,"chromosome:NZ_CP012195.1/CP012195.1",,1,1594,"2015-08-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/755/GCA_001190755.1_ASM119075v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/755/GCF_001190755.1_ASM119075v1",1684,"human","2017-04-10T00:00:00Z","representative",43
"Bartonella clarridgeiae 73","Bacteria;Proteobacteria;Alphaproteobacteria","73","SAMEA2272739","PRJEA42109","GCA_000253015.1","Complete",1.52274,35.7,"chromosome:NC_014932.1/FN645454.1",,1,1191,"2011-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/015/GCA_000253015.1_ASM25301v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/015/GCF_000253015.1_ASM25301v1",1293,"human","2017-04-07T00:00:00Z","representative",41
"Rothia dentocariosa ATCC 17931","Bacteria;Terrabacteria group;Actinobacteria","ATCC 17931","SAMN00120582","PRJNA48447","GCA_000164695.2","Complete",2.50603,53.7,"chromosome:NC_014643.1/CP002280.1",,1,2074,"2010-11-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/695/GCA_000164695.2_ASM16469v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/695/GCF_000164695.2_ASM16469v2",2164,"human","2017-03-30T00:00:00Z","representative",49
"Simkania negevensis Z","Bacteria;PVC group;Chlamydiae","Z","SAMEA2272380","PRJEA49035","GCA_000237205.1","Complete",2.62838,41.6242,"chromosome gsn.131:NC_015713.1/FR872582.1; plasmid pSn:NC_015710.1/FR872581.1",,2,2355,"2011-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/205/GCA_000237205.1_ASM23720v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/205/GCF_000237205.1_ASM23720v1",2451,"human","2017-03-22T00:00:00Z","representative",35
"Parachlamydia acanthamoebae UV-7","Bacteria;PVC group;Chlamydiae","UV-7","SAMEA2272163","PRJEA49033","GCA_000253035.1","Complete",3.07238,39,"chromosome:NC_015702.1/FR872580.1",,1,2532,"2011-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/035/GCA_000253035.1_ASM25303v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/035/GCF_000253035.1_ASM25303v1",2637,"human","2017-03-22T00:00:00Z","representative",40
"Borreliella burgdorferi B31","Bacteria;Spirochaetes;Spirochaetia","B31","SAMN02603966","PRJNA3","GCA_000008685.2","Complete",1.52121,28.1805,"chromosome:NC_001318.1/AE000783.1; plasmid cp26:NC_001903.1/AE000792.1; plasmid cp32-1:NC_000948.1/AE001575.1; plasmid cp32-3:NC_000949.1/AE001576.1; plasmid cp32-4:NC_000950.1/AE001577.1; plasmid cp32-6:NC_000951.1/AE001578.1; plasmid cp32-7:NC_000952.1/AE001579.1; plasmid cp32-8:NC_000953.1/AE001580.1; plasmid cp32-9:NC_000954.1/AE001581.1; plasmid cp9:NC_001904.1/AE000791.1; plasmid lp17:NC_001849.2/AE000793.2; plasmid lp21:NC_000955.2/AE001582.2; plasmid lp25:NC_001850.1/AE000785.1; plasmid lp28-1:NC_001851.2/AE000794.2; plasmid lp28-2:NC_001852.1/AE000786.1; plasmid lp28-3:NC_001853.1/AE000784.1; plasmid lp28-4:NC_001854.1/AE000789.1; plasmid lp36:NC_001855.1/AE000788.1; plasmid lp38:NC_001856.1/AE000787.1; plasmid lp5:NC_000957.1/AE001583.1; plasmid lp54:NC_001857.2/AE000790.2; plasmid lp56:NC_000956.1/AE001584.1",,22,1391,"1997-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/685/GCA_000008685.2_ASM868v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/685/GCF_000008685.2_ASM868v2",1568,"human","2018-07-30T00:00:00Z","reference",32
"Mycolicibacterium chubuense NBB4","Bacteria;Terrabacteria group;Actinobacteria","NBB4","SAMN02261374","PRJNA53215","GCA_000266905.1","Complete",6.34262,68.3003,"chromosome:NC_018027.1/CP003053.1; plasmid pMYCCH.01:NC_018022.1/CP003054.1; plasmid pMYCCH.02:NC_018023.1/CP003055.1",,3,5808,"2012-06-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/266/905/GCA_000266905.1_ASM26690v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/266/905/GCF_000266905.1_ASM26690v1",6006,"human","2017-05-19T00:00:00Z","representative",46
"Borreliella afzelii HLJ01","Bacteria;Spirochaetes;Spirochaetia","HLJ01","SAMN02603021","PRJNA176667","GCA_000304735.1","Complete",0.905471,28.3,"chromosome:NC_018887.1/CP003882.1",,1,727,"2012-10-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/735/GCA_000304735.1_ASM30473v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/735/GCF_000304735.1_ASM30473v1",854,"human","2017-03-30T00:00:00Z","representative",32
"Nocardia brasiliensis ATCC 700358","Bacteria;Terrabacteria group;Actinobacteria","HUJEG-1","SAMN02603853","PRJNA81085","GCA_000250675.3","Complete",9.43635,68,"chromosome:NC_018681.1/CP003876.1",,1,8320,"2012-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/250/675/GCA_000250675.3_ASM25067v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/675/GCF_000250675.2_ASM25067v3",8496,"human","2017-05-19T00:00:00Z","representative",50
"Enterococcus hirae ATCC 9790","Bacteria;Terrabacteria group;Firmicutes","ATCC 9790","SAMN02604142","PRJNA49385","GCA_000271405.2","Complete",2.85644,36.8638,"chromosome:NC_018081.1/CP003504.1; plasmid pTG9790:NC_015845.1/HQ724512.1",,2,2481,"2012-06-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/405/GCA_000271405.2_ASM27140v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/405/GCF_000271405.2_ASM27140v2",2752,"human","2017-10-22T00:00:00Z","representative",71
"Mycobacterium marinum E11","Bacteria;Terrabacteria group;Actinobacteria","E11","SAMEA3139029","PRJEB5070","GCA_000723425.2","Complete",6.45052,65.7699,"chromosome 1:NZ_HG917972.2/HG917972.2; plasmid II:NZ_HG917973.1/HG917973.1",,2,5243,"2014-05-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/425/GCA_000723425.2_E11","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/425/GCF_000723425.2_E11",5488,"human","2017-10-22T00:00:00Z","representative",47
"Rickettsia amblyommatis","Bacteria;Proteobacteria;Alphaproteobacteria","Ac37","SAMN03997007","PRJNA256465","GCA_001273795.1","Complete",1.45621,32.4132,"chromosome:NZ_CP012420.1/CP012420.1; plasmid pRAMAC18:NZ_CP012421.1/CP012421.1; plasmid pRAMAC23:NZ_CP012422.1/CP012422.1",,3,1209,"2015-08-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/795/GCA_001273795.1_ASM127379v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/273/795/GCF_001273795.1_ASM127379v1",1691,"human","2017-10-18T00:00:00Z","representative",33
"Campylobacter concisus","Bacteria;Proteobacteria;delta/epsilon subdivisions","ATCC 33237","SAMN03342362","PRJNA275352","GCA_001298465.1","Complete",1.84004,37.6,"chromosome:NZ_CP012541.1/CP012541.1",,1,1767,"2015-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/465/GCA_001298465.1_ASM129846v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/465/GCF_001298465.1_ASM129846v1",1879,"human","2017-04-04T00:00:00Z","representative",46
"Megasphaera elsdenii 14-14","Bacteria;Terrabacteria group;Firmicutes","14-14","SAMN02953477","PRJNA237235","GCA_001304715.1","Complete",2.50435,52.8,"chromosome:NZ_CP009240.1/CP009240.1",,1,2207,"2015-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/715/GCA_001304715.1_ASM130471v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/715/GCF_001304715.1_ASM130471v1",2366,"human","2017-04-04T00:00:00Z","representative",64
"Mycolicibacterium fortuitum","Bacteria;Terrabacteria group;Actinobacteria","CT6","SAMN03464915","PRJNA280545","GCA_001307545.1","Complete",6.25462,66.2,"chromosome:NZ_CP011269.1/CP011269.1",,1,5857,"2015-10-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/545/GCA_001307545.1_ASM130754v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/545/GCF_001307545.1_ASM130754v1",6011,"human","2017-04-04T00:00:00Z","representative",52
"Bacteroides ovatus","Bacteria;FCB group;Bacteroidetes/Chlorobi group","ATCC 8483","SAMN03852683","PRJNA289334","GCA_001314995.1","Complete",6.47249,41.9,"chromosome:NZ_CP012938.1/CP012938.1",,1,4826,"2015-10-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/995/GCA_001314995.1_ASM131499v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/995/GCF_001314995.1_ASM131499v1",4996,"human","2017-04-04T00:00:00Z","representative",71
"Streptococcus dysgalactiae subsp. equisimilis AC-2713","Bacteria;Terrabacteria group;Firmicutes","AC-2713","SAMEA3138428","PRJNA48119","GCA_000317855.1","Complete",2.17944,39.5,"chromosome:NC_019042.1/HE858529.1",,1,1947,"2012-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/855/GCA_000317855.1_ASM31785v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/855/GCF_000317855.1_ASM31785v1",2134,"human","2017-03-31T00:00:00Z","representative",57
"Bordetella parapertussis Bpp5","Bacteria;Proteobacteria;Betaproteobacteria","Bpp5","SAMEA2272448","PRJEB143","GCA_000317935.1","Complete",4.89957,67.7798,"chromosome:NC_018828.1/HE965803.1; plasmid BPP5P1:NC_018830.1/HE965804.1",,2,4184,"2012-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/935/GCA_000317935.1_ASM31793v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/935/GCF_000317935.1_ASM31793v1",4574,"human","2016-08-28T00:00:00Z","reference",54
"Bordetella bronchiseptica 253","Bacteria;Proteobacteria;Betaproteobacteria","253","SAMEA2272388","PRJEB138","GCA_000318015.1","Complete",5.26438,68.1,"chromosome:NC_019382.1/HE965806.1",,1,4781,"2012-10-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/015/GCA_000318015.1_ASM31801v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/015/GCF_000318015.1_ASM31801v1",4842,"human","2016-08-28T00:00:00Z","reference",54
"Mycobacterium tuberculosis H37Rv","Bacteria;Terrabacteria group;Actinobacteria","H37Rv","SAMEA3138326","PRJNA224","GCA_000195955.2","Complete",4.41153,65.6,"chromosome:NC_000962.3/AL123456.3",,1,3906,"2001-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/955/GCA_000195955.2_ASM19595v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/955/GCF_000195955.2_ASM19595v2",4008,"human","2017-12-14T00:00:00Z","reference",45
"Bartonella australis Aust/NH1","Bacteria;Proteobacteria;Alphaproteobacteria","Aust/NH1","SAMN02604270","PRJNA73943","GCA_000341355.1","Complete",1.59649,41.8,"chromosome:NC_020300.1/CP003123.1",,1,1344,"2013-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/355/GCA_000341355.1_ASM34135v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/355/GCF_000341355.1_ASM34135v1",1424,"human","2017-04-17T00:00:00Z","representative",42
"Bartonella vinsonii subsp. berkhoffii str. Winnie","Bacteria;Proteobacteria;Alphaproteobacteria","Winnie","SAMN02604271","PRJNA73951","GCA_000341385.1","Complete",1.8027,38.8,"chromosome:NC_020301.1/CP003124.1",,1,1474,"2013-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/385/GCA_000341385.1_ASM34138v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/385/GCF_000341385.1_ASM34138v1",1668,"human","2017-04-08T00:00:00Z","representative",42
"Staphylococcus warneri SG1","Bacteria;Terrabacteria group;Firmicutes","SG1","SAMN02604131","PRJNA167492","GCA_000332735.1","Complete",2.56072,32.6547,"chromosome:NC_020164.1/CP003668.1; plasmid pSZ4:NC_020165.1/CP003669.1; plasmid unnamed:NC_020274.1/CP003670.1; plasmid unnamed2:NC_020264.1/CP003671.1; plasmid unnamed3:NC_020265.1/CP003672.1; plasmid unnamed4:NC_020266.1/CP003673.1; plasmid unnamed5:NC_020267.1/CP003674.1; plasmid unnamed6:NC_020268.1/CP003675.1; plasmid unnamed7:NC_020269.1/CP003676.1",,9,2387,"2013-01-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/735/GCA_000332735.1_ASM33273v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/735/GCF_000332735.1_ASM33273v1",2502,"human","2017-04-01T00:00:00Z","representative",58
